Node,Parent
235010_Shelterdeck,235_DECKS_BELOW_1_DECK_W_STIFFENING
236_TRANSVERSE_BULKHEADS_W_STIFFENING,23_CARGO_AREA_-_HULL_SMALL_VESSELS
237_LONGITUDINAL_BULKHEADS_W_STIFFENING,23_CARGO_AREA_-_HULL_SMALL_VESSELS
238_BOTTOM_SIDE_TANKS_ETC_SPECIAL_LOWER_CONSTRUCTIONS,23_CARGO_AREA_-_HULL_SMALL_VESSELS
239_TOP_SIDE_TANKS_ETC_SPECIAL_UPPER_CONSTRUCTIONS,23_CARGO_AREA_-_HULL_SMALL_VESSELS
24_FOREBODY,2_HULL
240_GENERAL,24_FOREBODY
240001_FO_deep_tanks,240_GENERAL
240005_Ballast_deep_tanks,240_GENERAL
240010_Forepeak_tanks,240_GENERAL
241_SHELL_PANELS_SEPARATE_SHELL_PLATES,24_FOREBODY
243_FORECASTLE_DECKS_and_BULKHEADS_W_STIFFENING,24_FOREBODY
244_1_DECK_W_STIFFENING,24_FOREBODY
245_DECKS_and_STRINGERS_BELOW_1_DECK_W_STIFFENING,24_FOREBODY
246_BOW_and_STEM_SECTIONS_FOREBODY_BULKHEADS,24_FOREBODY
246005_Steering_gear_room_fwd,246_BOW_and_STEM_SECTIONS_FOREBODY_BULKHEADS
246010_Car_bridge_recess_fwd,246_BOW_and_STEM_SECTIONS_FOREBODY_BULKHEADS
246015_Side_thruster_tunnel,246_BOW_and_STEM_SECTIONS_FOREBODY_BULKHEADS
246020_Stern_tube_bulkhead_room_fwd,246_BOW_and_STEM_SECTIONS_FOREBODY_BULKHEADS
246030_Chain_lockers,246_BOW_and_STEM_SECTIONS_FOREBODY_BULKHEADS
248_BULB,24_FOREBODY
25_DECK_HOUSES_and_SUPERSTRUCTURES,2_HULL
251_DECK_HOUSES,25_DECK_HOUSES_and_SUPERSTRUCTURES
251001_Deck_houses,251_DECK_HOUSES
252_MAST_PUMP_FAN_and_WINCH_HOUSES_COMPANION_WAYS,25_DECK_HOUSES_and_SUPERSTRUCTURES
252001_Mast_houses,252_MAST_PUMP_FAN_and_WINCH_HOUSES_COMPANION_WAYS
252010_Companion_ways,252_MAST_PUMP_FAN_and_WINCH_HOUSES_COMPANION_WAYS
252020_Emergency_exits,252_MAST_PUMP_FAN_and_WINCH_HOUSES_COMPANION_WAYS
252030_Lift_trunks,252_MAST_PUMP_FAN_and_WINCH_HOUSES_COMPANION_WAYS
253_SUPERSTRUCTURES,25_DECK_HOUSES_and_SUPERSTRUCTURES
253010_Decks_w_bulkheads_stiffening,253_SUPERSTRUCTURES
253050_Wheelhouses,253_SUPERSTRUCTURES
26_HULL_OUTFITTING,2_HULL
261_HULL_and_HOUSE_MARKINGS,26_HULL_OUTFITTING
261001_Builders_signplates,261_HULL_and_HOUSE_MARKINGS
261002_Hull_marks_names,261_HULL_and_HOUSE_MARKINGS
261004_Draft_marks,261_HULL_and_HOUSE_MARKINGS
261005_Loadline_marks,261_HULL_and_HOUSE_MARKINGS
261006_Foot_marks,261_HULL_and_HOUSE_MARKINGS
261010_Tank_marks,261_HULL_and_HOUSE_MARKINGS
261011_Owners_marks_bow_stern,261_HULL_and_HOUSE_MARKINGS
261012_Owners_marks_funnel,261_HULL_and_HOUSE_MARKINGS
261015_Side_thruster_marks,261_HULL_and_HOUSE_MARKINGS
261020_Bulb_marks,261_HULL_and_HOUSE_MARKINGS
261030_Drive_lane_marks,261_HULL_and_HOUSE_MARKINGS
261040_Sign_plate_arrangements,261_HULL_and_HOUSE_MARKINGS
262_BOTTOM_PLUGS_SEA_CHESTS_BILGE_WELLS_WATER_JET_INTAKE,26_HULL_OUTFITTING
262001_Bottom_plugs,262_BOTTOM_PLUGS_SEA_CHESTS_BILGE_WELLS_WATER_JET_INTAKE
262005_Bottom_manhole_covers,262_BOTTOM_PLUGS_SEA_CHESTS_BILGE_WELLS_WATER_JET_INTAKE
262010_Sea_chests,262_BOTTOM_PLUGS_SEA_CHESTS_BILGE_WELLS_WATER_JET_INTAKE
262015_Bilge_wells,262_BOTTOM_PLUGS_SEA_CHESTS_BILGE_WELLS_WATER_JET_INTAKE
262040_Water_jet_intake,262_BOTTOM_PLUGS_SEA_CHESTS_BILGE_WELLS_WATER_JET_INTAKE
262050_Fi-Fi_sea_intake,262_BOTTOM_PLUGS_SEA_CHESTS_BILGE_WELLS_WATER_JET_INTAKE
262052_Fi-Fi_sea_intake_strainer_plate,262_BOTTOM_PLUGS_SEA_CHESTS_BILGE_WELLS_WATER_JET_INTAKE
263_FOUNDATIONS,26_HULL_OUTFITTING
263010_Shaft_bearing_foundations,263_FOUNDATIONS
263015_Stern_tube_foundations,263_FOUNDATIONS
263016_Steering_gear_foundations,263_FOUNDATIONS
263020_Boiler_foundations,263_FOUNDATIONS
263022_Exhaust_gas_boiler_foundations,263_FOUNDATIONS
263024_Silencer_foundations,263_FOUNDATIONS
263025_Anchor_winch_foundations,263_FOUNDATIONS
263030_Lift_foundations,263_FOUNDATIONS
263035_Ventilation_plant_foundations,263_FOUNDATIONS
263050_Lifeboat_foundations,263_FOUNDATIONS
263055_MOB_boat_foundations,263_FOUNDATIONS
263059_MOB_boat_winch_foundations,263_FOUNDATIONS
263060_Liferaft_foundations,263_FOUNDATIONS
264_FENDER_and_WEAR_BARS_ICE_FINS_BILGE_KEELS_AIR_CUSHION_ARR,26_HULL_OUTFITTING
264001_Fender_bars,264_FENDER_and_WEAR_BARS_ICE_FINS_BILGE_KEELS_AIR_CUSHION_ARR
264010_Bilge_keels,264_FENDER_and_WEAR_BARS_ICE_FINS_BILGE_KEELS_AIR_CUSHION_ARR
264020_Bow_fenders,264_FENDER_and_WEAR_BARS_ICE_FINS_BILGE_KEELS_AIR_CUSHION_ARR
264030_Rubber_fenders_w_fixtures,264_FENDER_and_WEAR_BARS_ICE_FINS_BILGE_KEELS_AIR_CUSHION_ARR
264050_Air_cushion_screens,264_FENDER_and_WEAR_BARS_ICE_FINS_BILGE_KEELS_AIR_CUSHION_ARR
264055_Air_cushion_dampers,264_FENDER_and_WEAR_BARS_ICE_FINS_BILGE_KEELS_AIR_CUSHION_ARR
265_GUIDE_TRIM_and_COVER_PLATES,26_HULL_OUTFITTING
266_HAWSE_PIPES,26_HULL_OUTFITTING
266001_Hawse_pipes,266_HAWSE_PIPES
266002_Wear_rings,266_HAWSE_PIPES
267_GUTTER_BARS_BULWARK_BREAKWATERS_GAS_BARRIERS,26_HULL_OUTFITTING
267010_Bulwark,267_GUTTER_BARS_BULWARK_BREAKWATERS_GAS_BARRIERS
267030_Side_gates_fwd,267_GUTTER_BARS_BULWARK_BREAKWATERS_GAS_BARRIERS
267033_Side_gates_midship,267_GUTTER_BARS_BULWARK_BREAKWATERS_GAS_BARRIERS
267035_Side_gates_aft,267_GUTTER_BARS_BULWARK_BREAKWATERS_GAS_BARRIERS
268_FUNNELS,26_HULL_OUTFITTING
268001_Funnels,268_FUNNELS
27_MATERIAL_PROTECTION_EXTERNAL,2_HULL
271_BOTTOM_BOOT_TOP_RUDDER_RUDDER_TRUNK,27_MATERIAL_PROTECTION_EXTERNAL
271001_Bottom,271_BOTTOM_BOOT_TOP_RUDDER_RUDDER_TRUNK
271005_Boot_top,271_BOTTOM_BOOT_TOP_RUDDER_RUDDER_TRUNK
271010_Rudder,271_BOTTOM_BOOT_TOP_RUDDER_RUDDER_TRUNK
271015_Rudder_trunk,271_BOTTOM_BOOT_TOP_RUDDER_RUDDER_TRUNK
271030_Sea_chests,271_BOTTOM_BOOT_TOP_RUDDER_RUDDER_TRUNK
272_TOP_SIDE,27_MATERIAL_PROTECTION_EXTERNAL
272001_Top_side,272_TOP_SIDE
272010_Superstructure_shell_plating_outboard,272_TOP_SIDE
273_EXTERNAL_DECKS,27_MATERIAL_PROTECTION_EXTERNAL
273001_Main_decks,273_EXTERNAL_DECKS
273010_Shelter_decks,273_EXTERNAL_DECKS
273020_Suspended_decks,273_EXTERNAL_DECKS
273030_Boat_decks,273_EXTERNAL_DECKS
274_EQUIPMENT_ON_EXTERNAL_DECKS_BULWARK_INBOARD_SIDE,27_MATERIAL_PROTECTION_EXTERNAL
274001_Masts_fwd,274_EQUIPMENT_ON_EXTERNAL_DECKS_BULWARK_INBOARD_SIDE
274002_Masts_aft,274_EQUIPMENT_ON_EXTERNAL_DECKS_BULWARK_INBOARD_SIDE
274010_Booms,274_EQUIPMENT_ON_EXTERNAL_DECKS_BULWARK_INBOARD_SIDE
274020_Ventilation_pipes,274_EQUIPMENT_ON_EXTERNAL_DECKS_BULWARK_INBOARD_SIDE
274030_Deck_machinery,274_EQUIPMENT_ON_EXTERNAL_DECKS_BULWARK_INBOARD_SIDE
274040_Bulwark_inboard,274_EQUIPMENT_ON_EXTERNAL_DECKS_BULWARK_INBOARD_SIDE
274050_Superstructure_shell_plating_inboard,274_EQUIPMENT_ON_EXTERNAL_DECKS_BULWARK_INBOARD_SIDE
274060_Woodwork_external,274_EQUIPMENT_ON_EXTERNAL_DECKS_BULWARK_INBOARD_SIDE
275_SUPERSTRUCTURES_DECK_HOUSES_MAST_HOUSES,27_MATERIAL_PROTECTION_EXTERNAL
275001_Superstructures,275_SUPERSTRUCTURES_DECK_HOUSES_MAST_HOUSES
275010_Wheelhouses,275_SUPERSTRUCTURES_DECK_HOUSES_MAST_HOUSES
275020_Funnels,275_SUPERSTRUCTURES_DECK_HOUSES_MAST_HOUSES
276_GALVANIZING_NICKEL_PLATING_METALLIZING,27_MATERIAL_PROTECTION_EXTERNAL
276001_Galvanizing,276_GALVANIZING_NICKEL_PLATING_METALLIZING
276010_Nickel_plating,276_GALVANIZING_NICKEL_PLATING_METALLIZING
276020_Metallizing,276_GALVANIZING_NICKEL_PLATING_METALLIZING
278_EXTERNAL_CATHODIC_PROTECTION,27_MATERIAL_PROTECTION_EXTERNAL
278001_Hull_rudder_anodes,278_EXTERNAL_CATHODIC_PROTECTION
278005_Sea_chest_anodes,278_EXTERNAL_CATHODIC_PROTECTION
278010_Impressed_current_systems,278_EXTERNAL_CATHODIC_PROTECTION
278012_Impressed_current_anodes,278_EXTERNAL_CATHODIC_PROTECTION
278014_Reference_cell,278_EXTERNAL_CATHODIC_PROTECTION
278016_Control_unit,278_EXTERNAL_CATHODIC_PROTECTION
278018_Power_unit,278_EXTERNAL_CATHODIC_PROTECTION
28_MATERIAL_PROTECTION_INTERNAL,2_HULL
281_ACCOMMODATION_DECK_HOUSES_STORE_ROOMS,28_MATERIAL_PROTECTION_INTERNAL
281001_Deck_house_rooms,281_ACCOMMODATION_DECK_HOUSES_STORE_ROOMS
281010_Saloons,281_ACCOMMODATION_DECK_HOUSES_STORE_ROOMS
281020_Cabins,281_ACCOMMODATION_DECK_HOUSES_STORE_ROOMS
281030_Toilets,281_ACCOMMODATION_DECK_HOUSES_STORE_ROOMS
281040_Corridors,281_ACCOMMODATION_DECK_HOUSES_STORE_ROOMS
281050_Messrooms_galleys,281_ACCOMMODATION_DECK_HOUSES_STORE_ROOMS
281060_Shell_plating_inboard,281_ACCOMMODATION_DECK_HOUSES_STORE_ROOMS
281070_Store_rooms,281_ACCOMMODATION_DECK_HOUSES_STORE_ROOMS
282_ENGINE_BOILER_and_PUMP_ROOMS_STEERING_GEAR_COMPARTMENTS,28_MATERIAL_PROTECTION_INTERNAL
282001_Engine_rooms,282_ENGINE_BOILER_and_PUMP_ROOMS_STEERING_GEAR_COMPARTMENTS
282004_Engine_room_casings,282_ENGINE_BOILER_and_PUMP_ROOMS_STEERING_GEAR_COMPARTMENTS
282006_Piping_silencers,282_ENGINE_BOILER_and_PUMP_ROOMS_STEERING_GEAR_COMPARTMENTS
282010_Engine_room_equipment,282_ENGINE_BOILER_and_PUMP_ROOMS_STEERING_GEAR_COMPARTMENTS
282020_Boiler_rooms,282_ENGINE_BOILER_and_PUMP_ROOMS_STEERING_GEAR_COMPARTMENTS
282025_Pump_rooms,282_ENGINE_BOILER_and_PUMP_ROOMS_STEERING_GEAR_COMPARTMENTS
282030_Gear_rooms,282_ENGINE_BOILER_and_PUMP_ROOMS_STEERING_GEAR_COMPARTMENTS
282040_Steering_gear_room,282_ENGINE_BOILER_and_PUMP_ROOMS_STEERING_GEAR_COMPARTMENTS
283_CARGO_HOLDS,28_MATERIAL_PROTECTION_INTERNAL
284_CARGO_TANKS,28_MATERIAL_PROTECTION_INTERNAL
285_BALLAST_SEA_W_and_STABIL_TANKS_COFFERDAMS_CHAIN_LOCKERS,28_MATERIAL_PROTECTION_INTERNAL
285001_Ballast_tanks_SW_tanks,285_BALLAST_SEA_W_and_STABIL_TANKS_COFFERDAMS_CHAIN_LOCKERS
285020_Sewage_tanks,285_BALLAST_SEA_W_and_STABIL_TANKS_COFFERDAMS_CHAIN_LOCKERS
285030_Dry_tanks_void_spaces,285_BALLAST_SEA_W_and_STABIL_TANKS_COFFERDAMS_CHAIN_LOCKERS
285040_Cofferdams,285_BALLAST_SEA_W_and_STABIL_TANKS_COFFERDAMS_CHAIN_LOCKERS
285050_Chain_lockers,285_BALLAST_SEA_W_and_STABIL_TANKS_COFFERDAMS_CHAIN_LOCKERS
286_FRESH_WATER_TANKS_MISC_TANKS,28_MATERIAL_PROTECTION_INTERNAL
286001_FW_tanks,286_FRESH_WATER_TANKS_MISC_TANKS
286020_Wash_water_tanks,286_FRESH_WATER_TANKS_MISC_TANKS
286030_Cooling_water_tanks,286_FRESH_WATER_TANKS_MISC_TANKS
287_FUEL_OIL_and_LUBE_OIL_TANKS,28_MATERIAL_PROTECTION_INTERNAL
287001_FO_tanks,287_FUEL_OIL_and_LUBE_OIL_TANKS
287020_DO_tanks,287_FUEL_OIL_and_LUBE_OIL_TANKS
287030_GO_tanks,287_FUEL_OIL_and_LUBE_OIL_TANKS
287050_LO_tanks,287_FUEL_OIL_and_LUBE_OIL_TANKS
288_INTERNAL_CATHODIC_PROTECTION,28_MATERIAL_PROTECTION_INTERNAL
288001_Separate_sacrificial_anodes,288_INTERNAL_CATHODIC_PROTECTION
288010_Impressed_current_systems,288_INTERNAL_CATHODIC_PROTECTION
288012_Impressed_current_anodes,288_INTERNAL_CATHODIC_PROTECTION
288014_Reference_cell,288_INTERNAL_CATHODIC_PROTECTION
288016_Control_unit,288_INTERNAL_CATHODIC_PROTECTION
288018_Power_unit,288_INTERNAL_CATHODIC_PROTECTION
29_MISCELLANEOUS_HULL_WORK_NOT_STANDARD,2_HULL
291_MARKING,29_MISCELLANEOUS_HULL_WORK_NOT_STANDARD
292_FLAME_CUTTING,29_MISCELLANEOUS_HULL_WORK_NOT_STANDARD
293_CUTTING_SHEARING,29_MISCELLANEOUS_HULL_WORK_NOT_STANDARD
294_BENDING_FLANGING_ROLLING,29_MISCELLANEOUS_HULL_WORK_NOT_STANDARD
295_BURNING_CHISELLING_and_GRINDING_FOR_BACKWELDS,29_MISCELLANEOUS_HULL_WORK_NOT_STANDARD
298_FITTING_and_JOINING_OF_COMPOSITE_MATERIALS,29_MISCELLANEOUS_HULL_WORK_NOT_STANDARD
3_EQUIPMENT_FOR_CARGO,root
30_HATCHES_PORTS,3_EQUIPMENT_FOR_CARGO
301_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_WEATHER_DECKS,30_HATCHES_PORTS
301001_Patent_hatches_w_coaming,301_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_WEATHER_DECKS
301005_Patent_hatches_without_coaming,301_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_WEATHER_DECKS
301010_Patent_hatch_drive_units,301_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_WEATHER_DECKS
301015_Patent_hatch_closing_arr,301_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_WEATHER_DECKS
301018_Manoeuvre_consoles,301_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_WEATHER_DECKS
301020_Valve_boards,301_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_WEATHER_DECKS
301025_Hatch_hydr_cylinders,301_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_WEATHER_DECKS
301030_Pontoon_hatches_complete,301_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_WEATHER_DECKS
301035_Hatch_sections,301_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_WEATHER_DECKS
301038_Hatch_beams_w_lock_fitting,301_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_WEATHER_DECKS
301045_Separate_hydr_oil_systems,301_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_WEATHER_DECKS
301047_Hydr_oil_pumps_w_drive_unit,301_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_WEATHER_DECKS
301049_Hydr_oil_preheaters,301_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_WEATHER_DECKS
301051_Hydr_oil_coolers,301_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_WEATHER_DECKS
301053_Hydr_oil_filters,301_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_WEATHER_DECKS
301055_Hydr_oil_expansion_tanks,301_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_WEATHER_DECKS
301057_Hydr_oil_storage_tanks,301_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_WEATHER_DECKS
301060_Hydr_oil_pump_starter_systems,301_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_WEATHER_DECKS
301062_Hatch_cover_control_systems,301_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_WEATHER_DECKS
302_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_TWEEN_DECKS,30_HATCHES_PORTS
302001_Patent_hatches_w_coaming,302_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_TWEEN_DECKS
302005_Patent_hatches_without_coaming,302_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_TWEEN_DECKS
302010_Patent_hatch_drive_units,302_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_TWEEN_DECKS
302015_Patent_hatch_closing_arr,302_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_TWEEN_DECKS
302018_Manoeuvre_consoles,302_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_TWEEN_DECKS
302020_Valve_boards,302_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_TWEEN_DECKS
302030_Pontoon_hatches_complete,302_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_TWEEN_DECKS
302035_Hatch_sections,302_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_TWEEN_DECKS
302038_Hatch_beams_w_lock_fitting,302_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_TWEEN_DECKS
302045_Separate_hydr_oil_systems,302_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_TWEEN_DECKS
302047_Hydr_oil_pumps_w_drive_unit,302_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_TWEEN_DECKS
302049_Hydr_oil_preheaters,302_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_TWEEN_DECKS
302051_Hydr_oil_coolers,302_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_TWEEN_DECKS
302053_Hydr_oil_filters,302_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_TWEEN_DECKS
302055_Hydr_oil_expansion_tanks,302_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_TWEEN_DECKS
302057_Hydr_oil_storage_tanks,302_CARGO_HATCH_COVERS_W_EQUIPMENT_ON_TWEEN_DECKS
303_CARGO_TANK_HATCHES,30_HATCHES_PORTS
303001_Cargo_tank_hatches,303_CARGO_TANK_HATCHES
303010_MUCKING_HATCHES,303_CARGO_TANK_HATCHES
304_SMALLER_HATCHES_GRAIN_HATCHES_MANHOLE_COVERS,30_HATCHES_PORTS
304001_Grain_hatches,304_SMALLER_HATCHES_GRAIN_HATCHES_MANHOLE_COVERS
304002_Manhole_hatches_w_gaskets,304_SMALLER_HATCHES_GRAIN_HATCHES_MANHOLE_COVERS
304005_Trimming_hatches,304_SMALLER_HATCHES_GRAIN_HATCHES_MANHOLE_COVERS
304010_Suez_hatches,304_SMALLER_HATCHES_GRAIN_HATCHES_MANHOLE_COVERS
304012_Provision_hatches,304_SMALLER_HATCHES_GRAIN_HATCHES_MANHOLE_COVERS
304014_Access_hatches,304_SMALLER_HATCHES_GRAIN_HATCHES_MANHOLE_COVERS
304020_Emergency_hatches,304_SMALLER_HATCHES_GRAIN_HATCHES_MANHOLE_COVERS
304025_Observation_hatches,304_SMALLER_HATCHES_GRAIN_HATCHES_MANHOLE_COVERS
304030_Sounding_hatches,304_SMALLER_HATCHES_GRAIN_HATCHES_MANHOLE_COVERS
304035_Tonnage_hatches,304_SMALLER_HATCHES_GRAIN_HATCHES_MANHOLE_COVERS
304040_Tank_cleaning_hatches,304_SMALLER_HATCHES_GRAIN_HATCHES_MANHOLE_COVERS
304060_Engine_room_hatches,304_SMALLER_HATCHES_GRAIN_HATCHES_MANHOLE_COVERS
304065_Steering_gear_hatches,304_SMALLER_HATCHES_GRAIN_HATCHES_MANHOLE_COVERS
304070_Mud_tank_hatches,304_SMALLER_HATCHES_GRAIN_HATCHES_MANHOLE_COVERS
305_BOW_PORTS,30_HATCHES_PORTS
305001_Bow_port_w_coaming,305_BOW_PORTS
305002_Bow_port_hinges_fittings,305_BOW_PORTS
305003_Driving_ramp_w_coaming,305_BOW_PORTS
305004_Driving_ramp_hinges_fittings,305_BOW_PORTS
305007_Manoeuvre_machinery,305_BOW_PORTS
305010_Locking_devices,305_BOW_PORTS
305013_Manoeuvre_consoles,305_BOW_PORTS
305016_Valve_boards,305_BOW_PORTS
305020_Bow_port_hydr_cylinders,305_BOW_PORTS
305025_Driving_ramp_hydr_cylinders,305_BOW_PORTS
305045_Separate_hydr_oil_systems,305_BOW_PORTS
305047_Hydr_oil_pumps_w_drive_unit,305_BOW_PORTS
305049_Hydr_oil_preheaters,305_BOW_PORTS
305051_Hydr_oil_coolers,305_BOW_PORTS
305053_Hydr_oil_filters,305_BOW_PORTS
305055_Hydr_oil_expansion_tanks,305_BOW_PORTS
305057_Hydr_oil_storage_tanks,305_BOW_PORTS
305060_Hydr_pump_starter_systems,305_BOW_PORTS
305065_Bow_port_control_systems,305_BOW_PORTS
306_STERN_PORTS,30_HATCHES_PORTS
306001_Stern_port_w_coaming,306_STERN_PORTS
306002_Stern_port_hinges_fittings,306_STERN_PORTS
306003_Driving_ramp_w_coaming,306_STERN_PORTS
306004_Driving_ramp_hinges_fittings,306_STERN_PORTS
306007_Manoeuvre_machinery,306_STERN_PORTS
306010_Locking_devices,306_STERN_PORTS
306013_Manoeuvre_consoles,306_STERN_PORTS
306016_Valve_boards,306_STERN_PORTS
306020_Stern_port_hydr_cylinders,306_STERN_PORTS
306025_Driving_ramp_hydr_cylinders,306_STERN_PORTS
306045_Separate_hydr_oil_systems,306_STERN_PORTS
306047_Hydr_oil_pumps_w_drive_unit,306_STERN_PORTS
306049_Hydr_oil_preheaters,306_STERN_PORTS
306051_Hydr_oil_coolers,306_STERN_PORTS
306053_Hydr_oil_filters,306_STERN_PORTS
306055_Hydr_oil_expansion_tanks,306_STERN_PORTS
306057_Hydr_oil_storage_tanks,306_STERN_PORTS
306060_Hydr_pump_starter_systems,306_STERN_PORTS
306065_Stern_port_control_systems,306_STERN_PORTS
307_SIDE_PORTS,30_HATCHES_PORTS
307001_Side_port_w_coaming,307_SIDE_PORTS
307003_Side_port_ramp_w_coaming,307_SIDE_PORTS
307007_Manoeuvre_machinery,307_SIDE_PORTS
307010_Locking_devices,307_SIDE_PORTS
307013_Manoeuvre_consoles,307_SIDE_PORTS
307045_Separate_hydr_oil_systems,307_SIDE_PORTS
307047_Hydr_oil_pumps_w_drive_unit,307_SIDE_PORTS
307049_Hydr_oil_preheaters,307_SIDE_PORTS
307051_Hydr_oil_coolers,307_SIDE_PORTS
307053_Hydr_oil_filters,307_SIDE_PORTS
307055_Hydr_oil_expansion_tanks,307_SIDE_PORTS
307057_Hydr_oil_storage_tanks,307_SIDE_PORTS
307060_Hydr_pump_starter_systems,307_SIDE_PORTS
307065_Side_port_control_systems,307_SIDE_PORTS
308_CARGO_DOORS_IN_BULKHEADS,30_HATCHES_PORTS
308001_Bulkhead_doors_w_coaming,308_CARGO_DOORS_IN_BULKHEADS
308005_Manoeuvre_machinery,308_CARGO_DOORS_IN_BULKHEADS
308009_Locking_devices,308_CARGO_DOORS_IN_BULKHEADS
308013_Manoeuvre_consoles,308_CARGO_DOORS_IN_BULKHEADS
308014_Valve_boards,308_CARGO_DOORS_IN_BULKHEADS
308020_Bridge_front_doors_w_coaming_complete,308_CARGO_DOORS_IN_BULKHEADS
308022_Manoeuvre_machinery,308_CARGO_DOORS_IN_BULKHEADS
308024_Locking_devices,308_CARGO_DOORS_IN_BULKHEADS
308026_Manoeuvre_consoles,308_CARGO_DOORS_IN_BULKHEADS
308028_Valve_boards,308_CARGO_DOORS_IN_BULKHEADS
308045_Separate_hydr_oil_systems,308_CARGO_DOORS_IN_BULKHEADS
308047_Hydr_oil_pumps_w_drive_unit,308_CARGO_DOORS_IN_BULKHEADS
308049_Hydr_oil_preheaters,308_CARGO_DOORS_IN_BULKHEADS
308051_Hydr_oil_coolers,308_CARGO_DOORS_IN_BULKHEADS
308053_Hydr_oil_filters,308_CARGO_DOORS_IN_BULKHEADS
308055_Hydr_oil_expansion_tanks,308_CARGO_DOORS_IN_BULKHEADS
308057_Hydr_oil_storage_tanks,308_CARGO_DOORS_IN_BULKHEADS
308060_Hydr_pump_starter_systems,308_CARGO_DOORS_IN_BULKHEADS
308065_Bulkhead_door_control_systems,308_CARGO_DOORS_IN_BULKHEADS
309_COMMON_HYDRAULIC_OIL_SYSTEM_FOR_HATCHES_PORTS,30_HATCHES_PORTS
309001_Common_hydr_oil_systems,309_COMMON_HYDRAULIC_OIL_SYSTEM_FOR_HATCHES_PORTS
309005_Hydr_oil_pumps_w_drive_unit,309_COMMON_HYDRAULIC_OIL_SYSTEM_FOR_HATCHES_PORTS
309010_Hydr_oil_preheaters,309_COMMON_HYDRAULIC_OIL_SYSTEM_FOR_HATCHES_PORTS
309015_Hydr_oil_coolers,309_COMMON_HYDRAULIC_OIL_SYSTEM_FOR_HATCHES_PORTS
309020_Hydr_oil_filters,309_COMMON_HYDRAULIC_OIL_SYSTEM_FOR_HATCHES_PORTS
309025_Hydr_oil_expansion_tanks,309_COMMON_HYDRAULIC_OIL_SYSTEM_FOR_HATCHES_PORTS
309030_Hydr_oil_storage_tanks,309_COMMON_HYDRAULIC_OIL_SYSTEM_FOR_HATCHES_PORTS
309035_Hydr_oil_regenerator,309_COMMON_HYDRAULIC_OIL_SYSTEM_FOR_HATCHES_PORTS
309060_Hydr_oil_pump_starter_systems,309_COMMON_HYDRAULIC_OIL_SYSTEM_FOR_HATCHES_PORTS
31_EQUIPMENT_FOR_CARGO_IN_HOLDS_ON_DECK,3_EQUIPMENT_FOR_CARGO
311_LOOSE_DECKS_and_PLATFORMS_FOR_CARGO_RAMPS,31_EQUIPMENT_FOR_CARGO_IN_HOLDS_ON_DECK
311001_Onboard_driving_ramps_w_coaming,311_LOOSE_DECKS_and_PLATFORMS_FOR_CARGO_RAMPS
311003_Manoeuvre_machinery,311_LOOSE_DECKS_and_PLATFORMS_FOR_CARGO_RAMPS
311005_Locking_devices,311_LOOSE_DECKS_and_PLATFORMS_FOR_CARGO_RAMPS
311007_Manoeuvre_consoles,311_LOOSE_DECKS_and_PLATFORMS_FOR_CARGO_RAMPS
311009_Valve_boards,311_LOOSE_DECKS_and_PLATFORMS_FOR_CARGO_RAMPS
311010_Suspended_decks,311_LOOSE_DECKS_and_PLATFORMS_FOR_CARGO_RAMPS
311011_Platforms_steel,311_LOOSE_DECKS_and_PLATFORMS_FOR_CARGO_RAMPS
